alias,cluster_index,cluster_name
Proton-coupled electron transfer (PCET),7,Heterogeneous Catalysis & Materials
Biomaterial,10,Biorefinery Feedstocks & Biomass Processing
Biomaterial,18,Biochemicals & Green Chemistry
Radical,1,Inorganic Chemistry & Small Molecule Catalysis
Nickel (Ni),5,Electrocatalysis & CO2 Conversion
Nickel (Ni),7,Heterogeneous Catalysis & Materials
Trichoderma viride,0,Industrial Enzymes & Fungal Bioprocessing
Polycyclic aromatic hydrocarbon (PAH),27,Metabolic Engineering & Synthetic Biology
Electron spin,5,Electrocatalysis & CO2 Conversion
Sodium bicarbonate (NaHCO3),23,Environmental Engineering & Waste Management
Fungal cellulase,11,Microbial & Algal Bioprocessing
Alkali metal,23,Environmental Engineering & Waste Management
Glyoxal,7,Heterogeneous Catalysis & Materials
Ruthenium catalyst (Ru),7,Heterogeneous Catalysis & Materials
Vinyl group,1,Inorganic Chemistry & Small Molecule Catalysis
Cellulase complex,0,Industrial Enzymes & Fungal Bioprocessing
Lignocellulosic substrate,10,Biorefinery Feedstocks & Biomass Processing
Hydroxide (OH-),7,Heterogeneous Catalysis & Materials
Huntingtin (HTT),14,Agricultural Residues & Biomass Valorization
Aliphatic compound,23,Environmental Engineering & Waste Management
Naphthalene (C10H8),13,Industrial Chemistry & Chemical Engineering
Toxic compound,27,Metabolic Engineering & Synthetic Biology
Anion,1,Inorganic Chemistry & Small Molecule Catalysis
Superoxide (O2-),15,Animal & Human Cell Models
Biosurfactant,10,Biorefinery Feedstocks & Biomass Processing
Cellulosome,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Budding yeast,2,Genomics & Genetic Engineering
Yeast genome,2,Genomics & Genetic Engineering
Phenolic compound,14,Agricultural Residues & Biomass Valorization
Pichia pastoris,12,Microbial Genetics & Synthetic Biology
Biopharmaceutical,12,Microbial Genetics & Synthetic Biology
Aliphatic acid,13,Industrial Chemistry & Chemical Engineering
Amide,7,Heterogeneous Catalysis & Materials
Carboxylic acid,7,Heterogeneous Catalysis & Materials
Decomposition product,1,Inorganic Chemistry & Small Molecule Catalysis
Lignocellulose-derived,11,Microbial & Algal Bioprocessing
Nitrogenous compound,5,Electrocatalysis & CO2 Conversion
Drosophila (fruit fly),2,Genomics & Genetic Engineering
Lycopene,12,Microbial Genetics & Synthetic Biology
Phosphoenolpyruvate carboxylase (PEPC),27,Metabolic Engineering & Synthetic Biology
Phosphoenolpyruvate carboxylase (PPC),27,Metabolic Engineering & Synthetic Biology
Carboxylase,27,Metabolic Engineering & Synthetic Biology
Constitutive promoter,27,Metabolic Engineering & Synthetic Biology
Anisole,7,Heterogeneous Catalysis & Materials
Guaiacol (C7H8O2),7,Heterogeneous Catalysis & Materials
Bio-oil,23,Environmental Engineering & Waste Management
Disaccharide,13,Industrial Chemistry & Chemical Engineering
Methyl lactate,13,Industrial Chemistry & Chemical Engineering
Iron (Fe),5,Electrocatalysis & CO2 Conversion
Iron (Fe),7,Heterogeneous Catalysis & Materials
Ralstonia,27,Metabolic Engineering & Synthetic Biology
Macromolecule,12,Microbial Genetics & Synthetic Biology
Oxidative process,7,Heterogeneous Catalysis & Materials
Heterocycle,7,Heterogeneous Catalysis & Materials
Naphthalene,7,Heterogeneous Catalysis & Materials
Genetic modification,10,Biorefinery Feedstocks & Biomass Processing
Genetic modification,12,Microbial Genetics & Synthetic Biology
Pesticide,10,Biorefinery Feedstocks & Biomass Processing
Hydrothermal liquefaction (HTL),23,Environmental Engineering & Waste Management
Pentose sugar,10,Biorefinery Feedstocks & Biomass Processing
Wheat straw,14,Agricultural Residues & Biomass Valorization
Benzene (C6H6),13,Industrial Chemistry & Chemical Engineering
Platinum (111) surface,1,Inorganic Chemistry & Small Molecule Catalysis
Hormone,2,Genomics & Genetic Engineering
Photosynthetic oxygen,29,Photosynthetic Pigments & Plant/Algal Physiology
Phycobilisome,8,Photosynthesis & Light-Harvesting
Plastid,6,Eukaryotic Cell Biology & Organelles
Polypeptide,11,Microbial & Algal Bioprocessing
C4 plant species,2,Genomics & Genetic Engineering
Signaling molecule,12,Microbial Genetics & Synthetic Biology
Benzyl alcohol (C7H8O),13,Industrial Chemistry & Chemical Engineering
Cell membrane,11,Microbial & Algal Bioprocessing
Furfuryl alcohol (C5H6O2),7,Heterogeneous Catalysis & Materials
Gene deletion,2,Genomics & Genetic Engineering
Spore,11,Microbial & Algal Bioprocessing
Vector,12,Microbial Genetics & Synthetic Biology
Hydrogen species,5,Electrocatalysis & CO2 Conversion
Nickel-based catalyst,7,Heterogeneous Catalysis & Materials
Triacylglyceride,27,Metabolic Engineering & Synthetic Biology
Nanosheet,5,Electrocatalysis & CO2 Conversion
Switchgrass,17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
CO2 reduction reaction (CO2RR),7,Heterogeneous Catalysis & Materials
Cellular protein,3,Protein Structure & Cell Biology
Human cell,3,Protein Structure & Cell Biology
"2,2'-Bipyridine (bpy)",1,Inorganic Chemistry & Small Molecule Catalysis
Fluorine-doped tin oxide (FTO),5,Electrocatalysis & CO2 Conversion
Hydroquinone,1,Inorganic Chemistry & Small Molecule Catalysis
Photoelectrochemical cell (PEC),7,Heterogeneous Catalysis & Materials
Ulva (sea lettuce),23,Environmental Engineering & Waste Management
Bacterial community,2,Genomics & Genetic Engineering
Habitat,16,Marine & Algal Natural Products
Microbial species,2,Genomics & Genetic Engineering
Functional gene,2,Genomics & Genetic Engineering
Acetaldehyde (CH3CHO),7,Heterogeneous Catalysis & Materials
Ethylene oxide (C2H4O),7,Heterogeneous Catalysis & Materials
Biomass-derived molecule,7,Heterogeneous Catalysis & Materials
Cellulosic feedstock,17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Hemicellulose sugar,13,Industrial Chemistry & Chemical Engineering
Biogenic compound,18,Biochemicals & Green Chemistry
Synechocystis sp. PCC 6803,12,Microbial Genetics & Synthetic Biology
Synechocystis,12,Microbial Genetics & Synthetic Biology
Tocopherol,16,Marine & Algal Natural Products
End product,10,Biorefinery Feedstocks & Biomass Processing
Pentose,11,Microbial & Algal Bioprocessing
Pentose,18,Biochemicals & Green Chemistry
Pentose,10,Biorefinery Feedstocks & Biomass Processing
Arginine (Arg),11,Microbial & Algal Bioprocessing
Lysine (Lys),22,Genetic Engineering Tools & Expression Systems
Phenylalanine (Phe),11,Microbial & Algal Bioprocessing
Tyrosine (Tyr),22,Genetic Engineering Tools & Expression Systems
Serine (C3H7NO3),11,Microbial & Algal Bioprocessing
Nickel-iron (NiFe) catalyst,13,Industrial Chemistry & Chemical Engineering
Yeast protein,3,Protein Structure & Cell Biology
Cobalt phthalocyanine (CoPc),7,Heterogeneous Catalysis & Materials
Hydrogenolysis,13,Industrial Chemistry & Chemical Engineering
Methyl group,1,Inorganic Chemistry & Small Molecule Catalysis
Arene,7,Heterogeneous Catalysis & Materials
Ether,13,Industrial Chemistry & Chemical Engineering
Nutraceutical,16,Marine & Algal Natural Products
Hydrogen (H2) and Methane (CH4),13,Industrial Chemistry & Chemical Engineering
Acid dissociation constant (pKa),9,Metabolic Enzymes & Cofactors
Nitrile,7,Heterogeneous Catalysis & Materials
Microbial enzyme,10,Biorefinery Feedstocks & Biomass Processing
Cyclopentanone (C5H8O),7,Heterogeneous Catalysis & Materials
Metal site,5,Electrocatalysis & CO2 Conversion
Lactic acid (C3H6O3),11,Microbial & Algal Bioprocessing
Nanocrystal,7,Heterogeneous Catalysis & Materials
Detergent,16,Marine & Algal Natural Products
Maltodextrin,11,Microbial & Algal Bioprocessing
Maltodextrin,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Alpha-amylase,0,Industrial Enzymes & Fungal Bioprocessing
Higher heating value (HHV),23,Environmental Engineering & Waste Management
Photosynthetic eukaryote,8,Photosynthesis & Light-Harvesting
Secondary metabolite,2,Genomics & Genetic Engineering
Conserved residue,2,Genomics & Genetic Engineering
Cellulolytic enzyme,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Dairy product,10,Biorefinery Feedstocks & Biomass Processing
Choline chloride (C5H14ClNO),7,Heterogeneous Catalysis & Materials
Iron catalyst (Fe),7,Heterogeneous Catalysis & Materials
Carbon nanotube (CNT),5,Electrocatalysis & CO2 Conversion
Copper(I) iodide (CuI),5,Electrocatalysis & CO2 Conversion
Biosynthetic gene,12,Microbial Genetics & Synthetic Biology
Maltose (C12H22O11),11,Microbial & Algal Bioprocessing
Carbon particle,13,Industrial Chemistry & Chemical Engineering
Corynebacterium glutamicum,27,Metabolic Engineering & Synthetic Biology
Hydrogen cyanide (HCN),13,Industrial Chemistry & Chemical Engineering
S-Adenosyl methionine (SAM),9,Metabolic Enzymes & Cofactors
Acetyl-CoA,27,Metabolic Engineering & Synthetic Biology
Enzyme catalysis,18,Biochemicals & Green Chemistry
Metalloenzyme,7,Heterogeneous Catalysis & Materials
Nicotinamide (Vitamin B3),7,Heterogeneous Catalysis & Materials
Phosphatase,3,Protein Structure & Cell Biology
Sulfate (SO4^2-),11,Microbial & Algal Bioprocessing
Esterase,11,Microbial & Algal Bioprocessing
Value-added,18,Biochemicals & Green Chemistry
Alpha-hydroxy compound,7,Heterogeneous Catalysis & Materials
Polyhydroxyalkanoate (PHA),27,Metabolic Engineering & Synthetic Biology
Protocatechuic acid,27,Metabolic Engineering & Synthetic Biology
Pathway gene,12,Microbial Genetics & Synthetic Biology
Hydrolysate,11,Microbial & Algal Bioprocessing
Aluminum (Al),13,Industrial Chemistry & Chemical Engineering
Methyltetrahydrofolate (MTHF),1,Inorganic Chemistry & Small Molecule Catalysis
Phosphatidylglycerol (PG),19,Lipid Metabolism & Fatty Acid Synthesis
Photovoltaic (PV),17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Research octane number (RON),13,Industrial Chemistry & Chemical Engineering
Acidic zeolite,13,Industrial Chemistry & Chemical Engineering
Alkyl chain,7,Heterogeneous Catalysis & Materials
Cetane (C16H34),23,Environmental Engineering & Waste Management
Ethyl levulinate (C7H12O3),7,Heterogeneous Catalysis & Materials
Fatty acid methyl ester (FAME),13,Industrial Chemistry & Chemical Engineering
Gaseous product,13,Industrial Chemistry & Chemical Engineering
Levulinate,7,Heterogeneous Catalysis & Materials
Magnesium (Mg),14,Agricultural Residues & Biomass Valorization
Mordenite (zeolite),13,Industrial Chemistry & Chemical Engineering
Mordenite (zeolite),7,Heterogeneous Catalysis & Materials
Propylene glycol (C3H8O2),13,Industrial Chemistry & Chemical Engineering
Zeolite,13,Industrial Chemistry & Chemical Engineering
Cyanide (CN-),1,Inorganic Chemistry & Small Molecule Catalysis
H-ZSM-5 (zeolite),7,Heterogeneous Catalysis & Materials
Silicon dioxide (SiO2),13,Industrial Chemistry & Chemical Engineering
Alkyl chain length,7,Heterogeneous Catalysis & Materials
Metal ion,1,Inorganic Chemistry & Small Molecule Catalysis
Palladium catalyst (Pd),13,Industrial Chemistry & Chemical Engineering
Phospholipid:diacylglycerol acyltransferase (PDAT),19,Lipid Metabolism & Fatty Acid Synthesis
Erythritol (C4H10O4),11,Microbial & Algal Bioprocessing
Hydrazine (N2H4),5,Electrocatalysis & CO2 Conversion
Main product,1,Inorganic Chemistry & Small Molecule Catalysis
Main product,13,Industrial Chemistry & Chemical Engineering
Mannitol (C6H14O6),11,Microbial & Algal Bioprocessing
Sorbitol (C6H14O6),13,Industrial Chemistry & Chemical Engineering
Ruthenium on carbon (Ru/C),7,Heterogeneous Catalysis & Materials
Resin,13,Industrial Chemistry & Chemical Engineering
Fungicide,29,Photosynthetic Pigments & Plant/Algal Physiology
Biochemical,10,Biorefinery Feedstocks & Biomass Processing
Mycosporine-like amino acid (MAA),16,Marine & Algal Natural Products
Steroid,16,Marine & Algal Natural Products
Chlorophyta,16,Marine & Algal Natural Products
Red algae (Rhodophyta),16,Marine & Algal Natural Products
Carotenogenesis,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Fucoxanthin,16,Marine & Algal Natural Products
Lutein,16,Marine & Algal Natural Products
Candida antarctica,11,Microbial & Algal Bioprocessing
Co-solvent,13,Industrial Chemistry & Chemical Engineering
Wild type enzyme,11,Microbial & Algal Bioprocessing
Lipase,11,Microbial & Algal Bioprocessing
Brønsted acid,7,Heterogeneous Catalysis & Materials
Methanol (MeOH),7,Heterogeneous Catalysis & Materials
Antidiabetic agent,16,Marine & Algal Natural Products
Lipoprotein,15,Animal & Human Cell Models
Calvin-Benson cycle,8,Photosynthesis & Light-Harvesting
Chemical catalyst,10,Biorefinery Feedstocks & Biomass Processing
Chemical catalyst,18,Biochemicals & Green Chemistry
Four-electron process,7,Heterogeneous Catalysis & Materials
Catalytic active site,5,Electrocatalysis & CO2 Conversion
Multienzyme complex,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Sodium chloride (NaCl),11,Microbial & Algal Bioprocessing
Linoleic acid (C18:2),29,Photosynthetic Pigments & Plant/Algal Physiology
Oleic acid (C18H34O2),29,Photosynthetic Pigments & Plant/Algal Physiology
Palmitic acid (C16H32O2),11,Microbial & Algal Bioprocessing
Cholesterol (C27H46O),16,Marine & Algal Natural Products
Phytol,15,Animal & Human Cell Models
Aspergillus niger,12,Microbial Genetics & Synthetic Biology
Phanerochaete chrysosporium,22,Genetic Engineering Tools & Expression Systems
Lignocellulolytic enzyme,11,Microbial & Algal Bioprocessing
Endoglucanase,10,Biorefinery Feedstocks & Biomass Processing
Ligninolytic enzyme,10,Biorefinery Feedstocks & Biomass Processing
Genomic integration,12,Microbial Genetics & Synthetic Biology
Microbial cell,10,Biorefinery Feedstocks & Biomass Processing
Rice,11,Microbial & Algal Bioprocessing
Photosynthetic complex,8,Photosynthesis & Light-Harvesting
Plant chloroplast,8,Photosynthesis & Light-Harvesting
Three-dimensional structure,7,Heterogeneous Catalysis & Materials
Hydrogen peroxide (H2O2),7,Heterogeneous Catalysis & Materials
Metal cation,1,Inorganic Chemistry & Small Molecule Catalysis
Metal cation,7,Heterogeneous Catalysis & Materials
Peroxide,13,Industrial Chemistry & Chemical Engineering
Carbon footprint,18,Biochemicals & Green Chemistry
Aspergillus (fungus),12,Microbial Genetics & Synthetic Biology
Dye,7,Heterogeneous Catalysis & Materials
Sulfonate,13,Industrial Chemistry & Chemical Engineering
Sulfonate,7,Heterogeneous Catalysis & Materials
3-Methyl-1-butanol,27,Metabolic Engineering & Synthetic Biology
Isobutanol (C4H10O),27,Metabolic Engineering & Synthetic Biology
Co-catalyst,5,Electrocatalysis & CO2 Conversion
Red alga,16,Marine & Algal Natural Products
Bio-based product,10,Biorefinery Feedstocks & Biomass Processing
Acetyl group,10,Biorefinery Feedstocks & Biomass Processing
Polysaccharide,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Acetonitrile (CH3CN),1,Inorganic Chemistry & Small Molecule Catalysis
Hydrogen production,1,Inorganic Chemistry & Small Molecule Catalysis
Xylose (C5H10O5),11,Microbial & Algal Bioprocessing
Alkyl ester,13,Industrial Chemistry & Chemical Engineering
Animal fat,10,Biorefinery Feedstocks & Biomass Processing
Linoleic acid (C18H32O2),29,Photosynthetic Pigments & Plant/Algal Physiology
Linolenic acid (C18:3),29,Photosynthetic Pigments & Plant/Algal Physiology
Methyl ester,13,Industrial Chemistry & Chemical Engineering
Mineral acid,13,Industrial Chemistry & Chemical Engineering
Soluble carbohydrate,11,Microbial & Algal Bioprocessing
Soluble carbohydrate,14,Agricultural Residues & Biomass Valorization
Thermocatalytic process,7,Heterogeneous Catalysis & Materials
Carboxysome,8,Photosynthesis & Light-Harvesting
Antibody,3,Protein Structure & Cell Biology
Fatty acid ester,13,Industrial Chemistry & Chemical Engineering
Co-culture,12,Microbial Genetics & Synthetic Biology
Methanosarcina barkeri (archaea),11,Microbial & Algal Bioprocessing
Stearic acid (C18H36O2),13,Industrial Chemistry & Chemical Engineering
Zeaxanthin,16,Marine & Algal Natural Products
Ionic liquid,7,Heterogeneous Catalysis & Materials
Microbiome,2,Genomics & Genetic Engineering
Food industry,16,Marine & Algal Natural Products
Novel enzyme,10,Biorefinery Feedstocks & Biomass Processing
Metabolic gene,2,Genomics & Genetic Engineering
Adenosine triphosphate (ATP),27,Metabolic Engineering & Synthetic Biology
Klebsiella pneumoniae,22,Genetic Engineering Tools & Expression Systems
Lactate,3,Protein Structure & Cell Biology
Lactate dehydrogenase (LDH),7,Heterogeneous Catalysis & Materials
Ribosomal protein,6,Eukaryotic Cell Biology & Organelles
Succinate,27,Metabolic Engineering & Synthetic Biology
Unicellular organism,2,Genomics & Genetic Engineering
Cell line,3,Protein Structure & Cell Biology
Glycolytic enzyme,22,Genetic Engineering Tools & Expression Systems
Ribosome,6,Eukaryotic Cell Biology & Organelles
Phthalocyanine,5,Electrocatalysis & CO2 Conversion
5-(Hydroxymethyl)furfural (HMF),7,Heterogeneous Catalysis & Materials
Hydrogen evolution,5,Electrocatalysis & CO2 Conversion
Nickel site,7,Heterogeneous Catalysis & Materials
Photosensitizer,5,Electrocatalysis & CO2 Conversion
Protein–protein interaction (PPI),2,Genomics & Genetic Engineering
Acetyl-Coenzyme A (Acetyl-CoA),27,Metabolic Engineering & Synthetic Biology
Pentose phosphate pathway,27,Metabolic Engineering & Synthetic Biology
Cyclic compound,7,Heterogeneous Catalysis & Materials
Nanocellulose,13,Industrial Chemistry & Chemical Engineering
Tetrahydrofurfuryl alcohol (THFA),13,Industrial Chemistry & Chemical Engineering
Chemical constituent,16,Marine & Algal Natural Products
